Lat of Visit,Lon of Visit,Day of Week,Hour,Day,traj_id,user_id
-0.055163326,1.342958401,Sun,16,11/22/2020,157,1
0.60679733,1.344551759,Sun,17,11/22/2020,157,1
0.018374784,0.08732665,Sun,18,11/22/2020,157,1
0.031865872,0.616167993,Sun,19,11/22/2020,157,1
-1.453214919,1.28887585,Sun,20,11/22/2020,157,1
0.023844144,-0.786068764,Sun,21,11/22/2020,157,1
-0.036291606,0.086774991,Sun,22,11/22/2020,157,1
0.431807714,0.268263667,Sun,23,11/22/2020,157,1
0.443332545,0.269282514,Mon,0,11/23/2020,158,1
-0.459481258,-0.046355963,Mon,1,11/23/2020,158,1
-0.031964067,-0.047067436,Mon,2,11/23/2020,158,1
0.824698778,0.616268021,Mon,3,11/23/2020,158,1
-0.054283815,0.090471107,Mon,4,11/23/2020,158,1
-0.036488312,-0.785263699,Mon,5,11/23/2020,158,1
-0.053278659,-0.309545822,Mon,6,11/23/2020,158,1
0.603830212,-0.317858268,Mon,7,11/23/2020,158,1
0.430483239,-0.320136493,Mon,8,11/23/2020,158,1
0.824580489,0.086369918,Mon,9,11/23/2020,158,1
-1.66283432,0.568204899,Mon,10,11/23/2020,158,1
0.605409829,-0.081069259,Mon,11,11/23/2020,158,1
-0.054849215,-0.075061189,Mon,12,11/23/2020,158,1
-0.459347698,-1.615422896,Mon,13,11/23/2020,158,1
-0.020358396,-0.785708162,Mon,14,11/23/2020,158,1
-1.628680446,0.268603283,Mon,15,11/23/2020,158,1
-0.313977394,-1.62896234,Mon,16,11/23/2020,158,1
-0.046775757,-0.043910226,Mon,17,11/23/2020,158,1
-0.058294787,0.281140145,Mon,18,11/23/2020,158,1
-0.047686599,-0.311670114,Mon,19,11/23/2020,158,1
0.442789907,-0.785766865,Mon,20,11/23/2020,158,1
-0.104616525,2.049549003,Mon,21,11/23/2020,158,1
-0.06191908,-1.630105518,Mon,22,11/23/2020,158,1
-0.059311173,-0.149828287,Mon,23,11/23/2020,158,1
-0.053278659,0.090636605,Tue,0,11/24/2020,159,1
0.022203336,-0.785934587,Tue,1,11/24/2020,159,1
-0.252097944,0.090515816,Tue,2,11/24/2020,159,1
0.430483239,0.272968237,Tue,3,11/24/2020,159,1
-2.034379863,0.092534688,Tue,4,11/24/2020,159,1
-0.375233275,-0.04368571,Tue,5,11/24/2020,159,1
0.034965176,0.266599549,Tue,6,11/24/2020,159,1
-0.45897373,-0.275076026,Tue,7,11/24/2020,159,1
-1.257059214,-1.374537206,Tue,8,11/24/2020,159,1
-0.45870661,0.616911059,Tue,9,11/24/2020,159,1
-2.398594315,-7.86603968,Tue,10,11/24/2020,159,1
-0.02862006,-0.0456884,Tue,11,11/24/2020,159,1
-0.07193453,-0.785934587,Tue,12,11/24/2020,159,1
-0.056733882,0.085009682,Tue,13,11/24/2020,159,1
-0.044630055,-0.200563104,Tue,14,11/24/2020,159,1
-0.055358564,0.083774225,Tue,15,11/24/2020,159,1
0.448758926,-0.785817181,Tue,16,11/24/2020,159,1
-0.054912037,-0.785280472,Tue,17,11/24/2020,159,1
-0.455234051,-0.303019144,Tue,18,11/24/2020,159,1
-1.257674317,0.28293062,Tue,19,11/24/2020,159,1
0.443929447,-0.047176305,Tue,20,11/24/2020,159,1
-0.218138418,0.088424841,Tue,21,11/24/2020,159,1
0.443278282,0.2828388,Tue,22,11/24/2020,159,1
-1.661126626,-0.046813407,Tue,23,11/24/2020,159,1
-1.793855553,0.26897686,Wed,0,11/25/2020,160,1
0.443576733,0.568743602,Wed,1,11/25/2020,160,1
0.444227898,-0.785137908,Wed,2,11/25/2020,160,1
-1.257011898,0.086333664,Wed,3,11/25/2020,160,1
-0.679779099,1.345054924,Wed,4,11/25/2020,160,1
-0.55361312,-1.016185594,Wed,5,11/25/2020,160,1
0.431542819,0.56831606,Wed,6,11/25/2020,160,1
0.018192472,0.091629591,Wed,7,11/25/2020,160,1
-0.074826687,0.617311171,Wed,8,11/25/2020,160,1
0.01983328,0.267890089,Wed,9,11/25/2020,160,1
0.031865872,-1.626018656,Wed,10,11/25/2020,160,1
-0.050841297,0.568273305,Wed,11,11/25/2020,160,1
-0.101453751,0.616310891,Wed,12,11/25/2020,160,1
-0.054660748,0.085285512,Wed,13,11/25/2020,160,1
-0.902118498,-0.046813407,Wed,14,11/25/2020,160,1
0.443495337,-0.316657581,Wed,15,11/25/2020,160,1
0.019104032,0.088424841,Wed,16,11/25/2020,160,1
-0.054095348,-0.033004696,Wed,17,11/25/2020,160,1
-0.056419771,-0.316072631,Wed,18,11/25/2020,160,1
0.824521345,-0.045869873,Wed,19,11/25/2020,160,1
-0.075097304,0.621283715,Wed,20,11/25/2020,160,1
0.824521345,0.617168274,Wed,21,11/25/2020,160,1
0.825396684,-0.058372104,Wed,22,11/25/2020,160,1
-0.036094899,0.087436982,Wed,23,11/25/2020,160,1
-0.079841464,-0.081736823,Thu,0,11/26/2020,161,1
0.082729212,-0.063045048,Thu,1,11/26/2020,161,1
-0.03235748,0.0900832,Thu,2,11/26/2020,161,1
0.431013029,1.34433372,Thu,3,11/26/2020,161,1
-1.635639298,-2.013259238,Thu,4,11/26/2020,161,1
-0.119376135,0.268399513,Thu,5,11/26/2020,161,1
-0.096182462,-0.331373688,Thu,6,11/26/2020,161,1
0.611087911,-0.465164013,Thu,7,11/26/2020,161,1
0.012358488,1.344803341,Thu,8,11/26/2020,161,1
-0.054660748,-0.107104231,Thu,9,11/26/2020,161,1
0.444173634,-0.315426108,Thu,10,11/26/2020,161,1
1.214787231,-0.041015456,Thu,11,11/26/2020,161,1
-0.055980015,0.085757046,Thu,12,11/26/2020,161,1
-0.052986999,0.077861813,Thu,13,11/26/2020,161,1
0.607117523,0.419483826,Thu,14,11/26/2020,161,1
0.824817067,0.091813662,Thu,15,11/26/2020,161,1
0.443766656,-1.634516919,Thu,16,11/26/2020,161,1
-0.06315085,-0.043002982,Thu,17,11/26/2020,161,1
-0.084585625,-1.626461638,Thu,18,11/26/2020,161,1
-0.048093983,0.266905203,Thu,19,11/26/2020,161,1
0.284790338,-0.047023527,Thu,20,11/26/2020,161,1
0.431013029,1.286720771,Thu,21,11/26/2020,161,1
-1.256716176,0.266735395,Thu,22,11/26/2020,161,1
-0.054342179,0.567948373,Thu,23,11/26/2020,161,1
0.604876175,1.279301144,Sat,0,11/28/2020,162,1
0.431013029,0.568717949,Sat,1,11/28/2020,162,1
0.606050214,0.503846165,Sat,2,11/28/2020,162,1
-0.054978703,0.267890089,Sat,3,11/28/2020,162,1
0.606050214,-0.786018448,Sat,4,11/28/2020,162,1
-0.058681372,-0.063712611,Sat,5,11/28/2020,162,1
0.442827342,-0.2586649,Sat,6,11/28/2020,162,1
0.431013029,0.568803457,Sat,7,11/28/2020,162,1
-0.035701487,0.283756992,Sat,8,11/28/2020,162,1
0.430854092,-0.315733976,Sat,9,11/28/2020,162,1
-0.456462803,0.090804226,Sat,10,11/28/2020,162,1
0.057739191,-0.290642706,Sat,11,11/28/2020,162,1
-0.45950797,-0.786001675,Sat,12,11/28/2020,162,1
-0.053278659,-0.301572032,Sat,13,11/28/2020,162,1
0.608697139,-0.316195779,Sat,14,11/28/2020,162,1
-0.105670783,-0.048627896,Sat,15,11/28/2020,162,1
-0.053278659,0.56760634,Sat,16,11/28/2020,162,1
-0.079314335,0.568598237,Sat,17,11/28/2020,162,1
-0.054472282,-0.784928256,Sat,18,11/28/2020,162,1
0.013634672,0.283619264,Sat,19,11/28/2020,162,1
-0.45817237,-0.701061999,Sat,20,11/28/2020,162,1
0.823634176,0.616139414,Sat,21,11/28/2020,162,1
-0.054283815,1.417995834,Sat,22,11/28/2020,162,1
-0.029997004,0.086660346,Sat,23,11/28/2020,162,1
0.443603864,0.568273305,Sun,0,11/29/2020,163,1
-0.06678544,0.283848812,Sun,1,11/29/2020,163,1
-0.022325459,0.268365551,Sun,2,11/29/2020,163,1
-0.054032526,0.088650632,Sun,3,11/29/2020,163,1
-0.053278659,0.090768175,Sun,4,11/29/2020,163,1
-0.048695595,0.08979479,Sun,5,11/29/2020,163,1
0.020927152,0.265444855,Sun,6,11/29/2020,163,1
-0.044159857,-0.317427252,Sun,7,11/29/2020,163,1
-0.050163707,0.56811939,Sun,8,11/29/2020,163,1
0.442355797,-0.043511039,Sun,9,11/29/2020,163,1
-0.100399493,-0.181871329,Sun,10,11/29/2020,163,1
-0.101453751,-0.315333747,Sun,11,11/29/2020,163,1
1.360406977,-0.785028889,Sun,12,11/29/2020,163,1
0.654191158,0.268739129,Sun,13,11/29/2020,163,1
0.44425503,0.089758739,Sun,14,11/29/2020,163,1
0.443061226,0.617739863,Sun,15,11/29/2020,163,1
-3.272164724,-0.78534756,Sun,16,11/29/2020,163,1
0.60607156,-0.314471716,Sun,17,11/29/2020,163,1
0.431118987,-0.341849192,Sun,18,11/29/2020,163,1
-0.036488312,0.086168166,Sun,19,11/29/2020,163,1
-0.053969704,0.269078745,Sun,20,11/29/2020,163,1
-0.458386066,0.086499162,Sun,21,11/29/2020,163,1
-0.093546817,0.568683746,Sun,22,11/29/2020,163,1
0.604769444,0.503854551,Sun,23,11/29/2020,163,1
0.443386809,-0.048358654,Mon,0,9/7/2020,164,2
-0.45924085,0.568033882,Mon,1,9/7/2020,164,2
0.606626561,1.345306507,Mon,2,9/7/2020,164,2
-0.459214138,0.283756992,Mon,3,9/7/2020,164,2
-0.028226648,1.287244147,Mon,4,9/7/2020,164,2
-0.055288971,0.567666196,Mon,5,9/7/2020,164,2
-0.45924085,0.616596685,Mon,6,9/7/2020,164,2
0.443468205,0.263950545,Mon,7,9/7/2020,164,2
0.431542819,-1.627890611,Mon,8,9/7/2020,164,2
-0.09196543,-0.314194634,Mon,9,9/7/2020,164,2
-0.043176326,-0.316749942,Mon,10,9/7/2020,164,2
-0.030980536,-0.04368571,Mon,11,9/7/2020,164,2
-0.45977509,1.288660342,Mon,12,9/7/2020,164,2
0.020927152,-0.04368571,Mon,13,9/7/2020,164,2
-0.731981549,0.268025936,Mon,14,9/7/2020,164,2
0.020380216,0.284858823,Mon,15,9/7/2020,164,2
-0.056042838,0.567520832,Mon,16,9/7/2020,164,2
-0.102508009,0.268807052,Mon,17,9/7/2020,164,2
10.37722311,0.26897686,Mon,18,9/7/2020,164,2
-0.061795669,0.568538381,Mon,19,9/7/2020,164,2
-0.110942072,-1.392491991,Mon,20,9/7/2020,164,2
0.443848052,0.086609494,Mon,21,9/7/2020,164,2
0.824604147,-0.061709921,Mon,22,9/7/2020,164,2
-3.6225677,-0.051676236,Mon,23,9/7/2020,164,2
-0.45897373,0.618168555,Tue,0,9/8/2020,165,2
0.825408513,-0.196557724,Tue,1,9/8/2020,165,2
-1.257189332,0.617211143,Tue,2,9/8/2020,165,2
-0.03152998,-1.626032946,Tue,3,9/8/2020,165,2
0.443549601,-0.314964305,Tue,4,9/8/2020,165,2
-0.45950797,-0.042059448,Tue,5,9/8/2020,165,2
-0.036291606,0.089758739,Tue,6,9/8/2020,165,2
-1.640783725,-0.046922277,Tue,7,9/8/2020,165,2
-0.042192794,-0.04368571,Tue,8,9/8/2020,165,2
0.445774417,0.284583365,Tue,9,9/8/2020,165,2
-0.104089396,0.087492148,Tue,10,9/8/2020,165,2
0.443766656,0.283068348,Tue,11,9/8/2020,165,2
-3.626276229,0.277513287,Tue,12,9/8/2020,165,2
1.410331696,-0.121790625,Tue,13,9/8/2020,165,2
0.045539271,0.265444855,Tue,14,9/8/2020,165,2
1.434833941,-0.047176305,Tue,15,9/8/2020,165,2
0.444227898,-0.046813407,Tue,16,9/8/2020,165,2
-0.105143654,-0.058372104,Tue,17,9/8/2020,165,2
-0.458760034,0.091993919,Tue,18,9/8/2020,165,2
0.013634672,0.090119252,Tue,19,9/8/2020,165,2
-1.25742591,0.091489201,Tue,20,9/8/2020,165,2
0.605196367,-0.166517372,Tue,21,9/8/2020,165,2
-0.03235748,0.086940489,Tue,22,9/8/2020,165,2
-0.055163326,-0.785934587,Tue,23,9/8/2020,165,2
0.438991441,4.120094744,Wed,0,9/9/2020,166,2
-0.04971198,-0.049353691,Wed,1,9/9/2020,166,2
0.431542819,0.085009682,Wed,2,9/9/2020,166,2
0.446751165,-0.316411286,Wed,3,9/9/2020,166,2
-0.022325459,-1.819317655,Wed,4,9/9/2020,166,2
-0.040029025,-0.115114991,Wed,5,9/9/2020,166,2
-0.054220993,0.568008229,Wed,6,9/9/2020,166,2
-0.106725041,1.270126667,Wed,7,9/9/2020,166,2
0.43096005,0.616310891,Wed,8,9/9/2020,166,2
-0.038258668,0.085561341,Wed,9,9/9/2020,166,2
0.430854092,0.281691061,Wed,10,9/9/2020,166,2
0.824639634,0.618311452,Wed,11,9/9/2020,166,2
-0.038258668,0.092174175,Wed,12,9/9/2020,166,2
0.431171966,-0.785934587,Wed,13,9/9/2020,166,2
-0.041209263,-0.047720651,Wed,14,9/9/2020,166,2
0.202408729,1.34433372,Wed,15,9/9/2020,166,2
-0.356333134,0.567614891,Wed,16,9/9/2020,166,2
-0.046888688,0.086002669,Wed,17,9/9/2020,166,2
-0.052028108,-0.288414319,Wed,18,9/9/2020,166,2
-0.105670783,-1.441223917,Wed,19,9/9/2020,166,2
-0.459614818,1.344425967,Wed,20,9/9/2020,166,2
0.443875183,-0.785473352,Wed,21,9/9/2020,166,2
1.516965981,0.840463846,Wed,22,9/9/2020,166,2
0.020927152,-0.065047738,Wed,23,9/9/2020,166,2
0.607224254,-0.047023527,Thu,0,9/10/2020,167,2
-0.059937816,1.344853658,Thu,1,9/10/2020,167,2
-1.770820569,1.345122013,Thu,2,9/10/2020,167,2
-0.459401122,0.569154042,Thu,3,9/10/2020,167,2
0.431701756,-2.683150735,Thu,4,9/10/2020,167,2
-1.659632394,-2.312997244,Thu,5,9/10/2020,167,2
0.443875183,0.617596966,Thu,6,9/10/2020,167,2
0.022750272,0.086113,Thu,7,9/10/2020,167,2
0.623022016,0.616025096,Thu,8,9/10/2020,167,2
-0.038258668,0.089614534,Thu,9,9/10/2020,167,2
-0.044749976,-1.819599833,Thu,10,9/10/2020,167,2
0.443739524,0.090804226,Thu,11,9/10/2020,167,2
-0.027833235,0.277559197,Thu,12,9/10/2020,167,2
-0.044749976,-0.785263699,Thu,13,9/10/2020,167,2
-0.034717955,-0.310500214,Thu,14,9/10/2020,167,2
0.443766656,0.090746936,Thu,15,9/10/2020,167,2
0.443332545,-0.354753687,Thu,16,9/10/2020,167,2
0.604555982,0.268297628,Thu,17,9/10/2020,167,2
0.443766656,0.283665173,Thu,18,9/10/2020,167,2
0.443658128,-0.057036977,Thu,19,9/10/2020,167,2
-0.052957888,-0.195222597,Thu,20,9/10/2020,167,2
-0.46164493,-0.008304851,Thu,21,9/10/2020,167,2
-0.382161341,0.094084893,Thu,22,9/10/2020,167,2
-0.109360685,0.568179246,Thu,23,9/10/2020,167,2
0.623022016,-0.061709921,Fri,0,9/11/2020,168,2
-0.049824912,0.56760634,Fri,1,9/11/2020,168,2
-0.059085309,0.268501398,Fri,2,9/11/2020,168,2
0.823634176,0.390313168,Fri,3,9/11/2020,168,2
-0.053906881,0.085561341,Fri,4,9/11/2020,168,2
0.020197904,-0.785238541,Fri,5,9/11/2020,168,2
0.200289569,-0.317765907,Fri,6,9/11/2020,168,2
0.429847492,-0.785716548,Fri,7,9/11/2020,168,2
-0.053890452,0.267924051,Fri,8,9/11/2020,168,2
-0.034914661,0.28628202,Fri,9,9/11/2020,168,2
-1.256787149,-0.04641422,Fri,10,9/11/2020,168,2
0.42682769,0.568033882,Fri,11,9/11/2020,168,2
-0.045307645,0.615024815,Fri,12,9/11/2020,168,2
-0.054535104,-0.785012117,Fri,13,9/11/2020,168,2
-0.010065888,-0.077063879,Fri,14,9/11/2020,168,2
-1.661617588,-0.316226565,Fri,15,9/11/2020,168,2
0.605196367,0.617139695,Fri,16,9/11/2020,168,2
-0.039252535,0.087667764,Fri,17,9/11/2020,168,2
0.605836752,0.617268302,Fri,18,9/11/2020,168,2
0.420735107,-0.246624977,Fri,19,9/11/2020,168,2
0.606114253,-2.092918856,Fri,20,9/11/2020,168,2
-0.039209334,0.268773091,Fri,21,9/11/2020,168,2
0.6354445,-0.076396315,Fri,22,9/11/2020,168,2
0.824580489,-0.785431421,Fri,23,9/11/2020,168,2
-2.616874664,-0.062377485,Sat,0,9/12/2020,169,2
-0.104089396,1.345138785,Sat,1,9/12/2020,169,2
0.430854092,-0.128466259,Sat,2,9/12/2020,169,2
-1.787967931,-0.047023527,Sat,3,9/12/2020,169,2
0.60679733,-0.046087612,Sat,4,9/12/2020,169,2
0.58976342,-0.04368571,Sat,5,9/12/2020,169,2
0.431013029,-0.312224277,Sat,6,9/12/2020,169,2
0.599306364,0.567956924,Sat,7,9/12/2020,169,2
-0.100399493,0.085009682,Sat,8,9/12/2020,169,2
-0.054472282,0.284170179,Sat,9,9/12/2020,169,2
0.02074484,-0.784928256,Sat,10,9/12/2020,169,2
0.019468656,0.086002669,Sat,11,9/12/2020,169,2
-0.104089396,0.084458023,Sat,12,9/12/2020,169,2
-1.771444603,0.087216319,Sat,13,9/12/2020,169,2
-0.458492914,0.089257457,Sat,14,9/12/2020,169,2
0.443576733,0.269282514,Sat,15,9/12/2020,169,2
-0.039252535,-0.181871329,Sat,16,9/12/2020,169,2
-0.105670783,-0.316626794,Sat,17,9/12/2020,169,2
0.42995345,-0.063045048,Sat,18,9/12/2020,169,2
0.825195592,-0.046355963,Sat,19,9/12/2020,169,2
-0.056608238,0.61686819,Sat,20,9/12/2020,169,2
0.60607156,-1.818984172,Sat,21,9/12/2020,169,2
-0.077732949,0.234771452,Sat,22,9/12/2020,169,2
0.443549601,-0.047684362,Sat,23,9/12/2020,169,2
-0.045578083,0.268603283,Sun,0,9/13/2020,170,2
-1.256361308,0.271625864,Sun,1,9/13/2020,170,2
-0.074043046,0.615167712,Sun,2,9/13/2020,170,2
-0.056042838,0.089974614,Sun,3,9/13/2020,170,2
-0.054974859,-0.316934663,Sun,4,9/13/2020,170,2
0.609892525,-1.627947769,Sun,5,9/13/2020,170,2
-0.097763849,0.088871296,Sun,6,9/13/2020,170,2
0.279598961,0.282150156,Sun,7,9/13/2020,170,2
0.823752465,0.564014987,Sun,8,9/13/2020,170,2
0.200342548,1.31355517,Sun,9,9/13/2020,170,2
-0.054723571,1.344736253,Sun,10,9/13/2020,170,2
-0.048243868,-0.314995092,Sun,11,9/13/2020,170,2
0.019104032,-0.014312921,Sun,12,9/13/2020,170,2
-0.036291606,0.085285512,Sun,13,9/13/2020,170,2
-0.027243116,-2.01337895,Sun,14,9/13/2020,170,2
-0.639042284,0.268908937,Sun,15,9/13/2020,170,2
0.705349208,-0.314502503,Sun,16,9/13/2020,170,2
-0.048880808,0.400137822,Sun,17,9/13/2020,170,2
-0.458760034,-2.049891033,Sun,18,9/13/2020,170,2
-0.459588106,-0.047031146,Sun,19,9/13/2020,170,2
1.128290232,0.021067938,Sun,20,9/13/2020,170,2
0.024938016,0.284399727,Sun,21,9/13/2020,170,2
0.443441073,0.087492148,Sun,22,9/13/2020,170,2
-0.054912037,0.615582115,Sun,23,9/13/2020,170,2
-0.460202482,-0.785934587,Mon,0,9/14/2020,171,2
-0.458813458,0.567409671,Mon,1,9/14/2020,171,2
-0.102508009,0.090515816,Mon,2,9/14/2020,171,2
0.443495337,-0.23928178,Mon,3,9/14/2020,171,2
-0.459614818,0.612624141,Mon,4,9/14/2020,171,2
-0.031570655,0.087878309,Mon,5,9/14/2020,171,2
-0.046323626,0.28293062,Mon,6,9/14/2020,171,2
-0.000247906,-0.016983175,Mon,7,9/14/2020,171,2
-0.459134002,0.285409738,Mon,8,9/14/2020,171,2
-1.256869951,0.568367365,Mon,9,9/14/2020,171,2
0.440076717,0.268501398,Mon,10,9/14/2020,171,2
-0.053906881,0.268908937,Mon,11,9/14/2020,171,2
-0.047905073,0.282655162,Mon,12,9/14/2020,171,2
-0.049795114,-0.047140015,Mon,13,9/14/2020,171,2
-1.66155355,0.089975046,Mon,14,9/14/2020,171,2
0.607160215,-0.317273318,Mon,15,9/14/2020,171,2
-0.030193711,0.086113,Mon,16,9/14/2020,171,2
-0.073540564,0.568803457,Mon,17,9/14/2020,171,2
-0.116740491,-0.295392578,Mon,18,9/14/2020,171,2
0.606028868,0.087216319,Mon,19,9/14/2020,171,2
-0.040619144,-0.021656118,Mon,20,9/14/2020,171,2
-0.061682738,-0.04368571,Mon,21,9/14/2020,171,2
0.430483239,-0.047212595,Mon,22,9/14/2020,171,2
-0.045307645,-0.046160192,Mon,23,9/14/2020,171,2
0.012358488,-0.043728777,Tue,0,9/15/2020,172,2
-0.061456874,0.268263667,Tue,1,9/15/2020,172,2
-0.062360328,-0.315549255,Tue,2,9/15/2020,172,2
0.442247269,-0.208573865,Tue,3,9/15/2020,172,2
-0.464316129,-0.461898083,Tue,4,9/15/2020,172,2
-1.256361308,0.568290407,Tue,5,9/15/2020,172,2
-0.062021533,0.568598237,Tue,6,9/15/2020,172,2
-0.095128204,-3.128152462,Tue,7,9/15/2020,172,2
0.039289678,-0.079734132,Tue,8,9/15/2020,172,2
-0.03235748,-0.047720651,Tue,9,9/15/2020,172,2
0.42211256,0.567520832,Tue,10,9/15/2020,172,2
0.443522469,-0.270555486,Tue,11,9/15/2020,172,2
-1.634657374,0.089614534,Tue,12,9/15/2020,172,2
0.8244622,-0.785934587,Tue,13,9/15/2020,172,2
-1.324637775,-0.312162703,Tue,14,9/15/2020,172,2
0.577211537,0.09062397,Tue,15,9/15/2020,172,2
0.027672696,0.56811939,Tue,16,9/15/2020,172,2
0.432178567,0.567965475,Tue,17,9/15/2020,172,2
0.432072609,-1.819531426,Tue,18,9/15/2020,172,2
-1.256810807,-0.046777118,Tue,19,9/15/2020,172,2
-0.61659333,0.56831606,Tue,20,9/15/2020,172,2
0.431013029,-0.306467139,Tue,21,9/15/2020,172,2
-0.052901726,0.229032752,Tue,22,9/15/2020,172,2
-0.055351793,-0.316349713,Tue,23,9/15/2020,172,2
-1.256787149,1.286689984,Wed,0,9/16/2020,173,2
-0.458065522,-0.318350857,Wed,1,9/16/2020,173,2
-1.772177164,-0.058372104,Wed,2,9/16/2020,173,2
-0.02185728,0.617739863,Wed,3,9/16/2020,173,2
0.030042752,-0.312932374,Wed,4,9/16/2020,173,2
-0.043161943,-0.035007386,Wed,5,9/16/2020,173,2
-0.096709591,1.052880477,Wed,6,9/16/2020,173,2
-0.324042503,0.284812913,Wed,7,9/16/2020,173,2
-0.458412778,-0.046777118,Wed,8,9/16/2020,173,2
-0.04770057,0.568256204,Wed,9,9/16/2020,173,2
-0.053278659,0.088374803,Wed,10,9/16/2020,173,2
-0.45870661,1.293955677,Wed,11,9/16/2020,173,2
0.443522469,-0.046668248,Wed,12,9/16/2020,173,2
0.443902315,0.088424841,Wed,13,9/16/2020,173,2
1.394304499,-2.665659179,Wed,14,9/16/2020,173,2
0.0216564,0.09124343,Wed,15,9/16/2020,173,2
-0.031964067,0.618311452,Wed,16,9/16/2020,173,2
0.824722436,0.53785797,Wed,17,9/16/2020,173,2
-0.346010366,0.2828388,Wed,18,9/16/2020,173,2
-0.459347698,-0.048358654,Wed,19,9/16/2020,173,2
-0.055980015,0.066758016,Wed,20,9/16/2020,173,2
-0.45924085,-0.058372104,Wed,21,9/16/2020,173,2
-0.073515917,-0.249542281,Wed,22,9/16/2020,173,2
0.824805238,0.076347659,Wed,23,9/16/2020,173,2
0.44439069,-0.108439358,Thu,0,9/17/2020,174,2
-1.635724682,1.34379701,Thu,1,9/17/2020,174,2
0.430907071,0.090479764,Thu,2,9/17/2020,174,2
0.443549601,0.090407662,Thu,3,9/17/2020,174,2
0.654868748,0.282104247,Thu,4,9/17/2020,174,2
0.605175021,0.09062397,Thu,5,9/17/2020,174,2
-1.635639298,-0.638289074,Thu,6,9/17/2020,174,2
-0.054680974,-0.048990793,Thu,7,9/17/2020,174,2
-0.035308074,-0.319089741,Thu,8,9/17/2020,174,2
-0.460496314,-1.138357421,Thu,9,9/17/2020,174,2
0.442247269,0.568546932,Thu,10,9/17/2020,174,2
-0.056600812,0.426400429,Thu,11,9/17/2020,174,2
-1.635639298,-0.105769104,Thu,12,9/17/2020,174,2
-0.038258668,0.037340165,Thu,13,9/17/2020,174,2
-0.086167012,-0.046595669,Thu,14,9/17/2020,174,2
-0.104089396,-0.321974235,Thu,15,9/17/2020,174,2
-1.770576382,0.080486078,Thu,16,9/17/2020,174,2
-0.100399493,-0.316442073,Thu,17,9/17/2020,174,2
-0.121484651,-0.785775251,Thu,18,9/17/2020,174,2
0.004499167,-0.04769109,Thu,19,9/17/2020,174,2
0.443332545,0.567931272,Thu,20,9/17/2020,174,2
-0.032554186,0.089975046,Thu,21,9/17/2020,174,2
0.583270066,0.089975046,Thu,22,9/17/2020,174,2
0.77824665,0.282655162,Thu,23,9/17/2020,174,2
-0.455821715,-0.090415146,Fri,0,9/18/2020,175,2
-0.051631819,-0.319120528,Fri,1,9/18/2020,175,2
-0.056419771,0.567640543,Fri,2,9/18/2020,175,2
-0.036291606,0.568170695,Fri,3,9/18/2020,175,2
0.44368526,-0.046355963,Fri,4,9/18/2020,175,2
0.60434252,0.268603283,Fri,5,9/18/2020,175,2
0.663451556,0.617182564,Fri,6,9/18/2020,175,2
-0.055980015,-0.61783285,Fri,7,9/18/2020,175,2
-2.356158152,-0.785439807,Fri,8,9/18/2020,175,2
0.106251879,0.093039406,Fri,9,9/18/2020,175,2
0.431913672,0.616310891,Fri,10,9/18/2020,175,2
0.604812136,0.28407836,Fri,11,9/18/2020,175,2
-0.029997004,0.089975046,Fri,12,9/18/2020,175,2
-0.085632111,0.616911059,Fri,13,9/18/2020,175,2
-1.500939541,-0.060374794,Fri,14,9/18/2020,175,2
-0.458199082,0.086499162,Fri,15,9/18/2020,175,2
-0.459267562,0.26833159,Fri,16,9/18/2020,175,2
-0.062021533,-0.047212595,Fri,17,9/18/2020,175,2
-0.46004221,-0.315857123,Fri,18,9/18/2020,175,2
0.604982906,0.090876329,Fri,19,9/18/2020,175,2
-1.256787149,0.268195744,Fri,20,9/18/2020,175,2
-0.459401122,0.56811939,Fri,21,9/18/2020,175,2
0.019104032,-1.995122908,Fri,22,9/18/2020,175,2
0.642975692,0.268297628,Fri,23,9/18/2020,175,2
0.091417765,0.085009682,Sat,0,9/19/2020,176,2
-0.45924085,0.617168274,Sat,1,9/19/2020,176,2
-0.039438906,0.568495627,Sat,2,9/19/2020,176,2
0.017280912,0.091236842,Sat,3,9/19/2020,176,2
0.021109464,-0.018985865,Sat,4,9/19/2020,176,2
0.03259512,0.088424841,Sat,5,9/19/2020,176,2
-0.041580899,0.094625663,Sat,6,9/19/2020,176,2
-0.035035504,0.614881918,Sat,7,9/19/2020,176,2
-0.053215837,0.089866893,Sat,8,9/19/2020,176,2
-0.043963151,0.568033882,Sat,9,9/19/2020,176,2
-1.778987271,-0.046813407,Sat,10,9/19/2020,176,2
0.823634176,0.08251243,Sat,11,9/19/2020,176,2
0.597007637,-0.313640471,Sat,12,9/19/2020,176,2
-0.055980015,-0.298147154,Sat,13,9/19/2020,176,2
0.825053645,-0.047140015,Sat,14,9/19/2020,176,2
-0.455768291,-0.001629217,Sat,15,9/19/2020,176,2
-0.073653495,0.9602646,Sat,16,9/19/2020,176,2
0.430377281,0.088438545,Sat,17,9/19/2020,176,2
-0.040225731,0.268569321,Sat,18,9/19/2020,176,2
-0.144443795,0.404065587,Sat,19,9/19/2020,176,2
0.03624136,0.615739301,Sat,20,9/19/2020,176,2
-0.028423354,-1.818479673,Sat,21,9/19/2020,176,2
-2.607649818,0.568290407,Sat,22,9/19/2020,176,2
0.019104032,-1.687651834,Sat,23,9/19/2020,176,2
